id,created_at,text,no_of_retweets,no_of_favorite
888000636729647104,2017-07-20 11:40:24,1st store of SEVEN opens at my hometown RANCHI. So much love and affection from the people had… https://t.co/nCtBKDIn3F,3423,22383
834223245255700481,2017-02-22 02:08:15,Just posted a photo https://t.co/OM3iPrGaWV,2140,19943
832466800310833154,2017-02-17 05:48:46,Just posted a video https://t.co/iGYP7BUbTW,1883,16181
831528488423219202,2017-02-14 15:40:15,Just posted a video https://t.co/u3Stx7rjDi,2184,16153
824525826490146816,2017-01-26 07:54:10,I really missed this a lot on this year's Republic day parade but the shoes were duly filled by the NSG Commandos. https://t.co/P6QzTeOX8L,5659,34284
824520023293231105,2017-01-26 07:31:07,https://t.co/GUR6Fe94SO                                       No words can do https://t.co/hFTQjqP7wz this tribute to an outstanding soldier,3485,15639
807123802870190080,2016-12-09 07:24:44,Just posted a photo https://t.co/7X7kvw9Plf,1812,12387
781424396942450689,2016-09-29 09:24:29,RT @adgpi: Statement by DGMO #IndianArmy on 29 Sep 16 https://t.co/ckYOApWcHQ,9319,0
780278657315024896,2016-09-26 05:31:43,Just posted a photo https://t.co/pT7U2TyAO5,1420,11159
766108791607820289,2016-08-18 03:05:44,Great comeback by Sakshi Malik 2 win our 1st medal in Rio.determination and self belief r the key for a performance like this.congratulation,7281,34889
765213419477663744,2016-08-15 15:47:50,RT @NorthernComd_IA: #JKOps Update Uri Ops. Total five terrorists killed. Two soldiers injured; evacuated and stable. Op continues. @adgpi,761,0
763760470465601536,2016-08-11 15:34:20,"As I walked the path, the journey became my life. Here's a glimpse of it. https://t.co/tNaMmQosSa",9309,25818
755021134987456516,2016-07-18 12:47:20,Team SPORTSFIT Lucknow.Nice to visit our first franchise.an hr of gym and fun with the members and management https://t.co/zLrJEs9QG0,1973,12985
754905307843796992,2016-07-18 05:07:05,Long travel day ahead https://t.co/B2iVnNpqNu,2069,13052
754374005755437056,2016-07-16 17:55:53,"Saw a full mch of boxing after yrs.thks @boxervijender for mkg INDIA proud,it's just the start ur hrd wrk,dedication and sacrifice paid off",4052,17407
751121522002198528,2016-07-07 18:31:40,"What could be the best way to celebrate my birthday,planted the 1st and very spl tree at the farm house KAILASHPATI https://t.co/QQ3DpDCCk1",3780,16521
751120259227189249,2016-07-07 18:26:39,"Thanks to all for ur lovely birthday wishes,it really means a lot.with god's blessing I could celebrate my birthday along with EID.",4055,18480
748767533679816704,2016-07-01 06:37:46,Cngrts to IAF on their latest warbirds and every1 who were part of the project indeed a very proud moment for INDIA https://t.co/de6YANPzqE,3051,13027
745892660506988544,2016-06-23 08:14:02,Just got served this during breakfast.thanks guys https://t.co/itK7Eewo0j,2499,13008
743520736518737920,2016-06-16 19:08:52,"RT @IndiainZimbabwe: @M.S Dhoni with his team at reception at India House,Harare. About 200 community members attended the reception https:…",1291,0
719099417869979648,2016-04-10 09:47:16,"Proud to be associated with Lava,a truly reliable Indian brand.Pic clicked on my Lava phone. @lavamobile #MSD4Lava https://t.co/1fJC7Znt6k",2525,14408
719064921699299328,2016-04-10 07:30:11,Wish u a very happy birthday Anant.u gave the best gift to urself by losing over 100kg.discipline and determination https://t.co/0BNEl0drlH,3859,18408
712880573975367680,2016-03-24 05:55:48,Happy Holi to all https://t.co/FM24cE4sd1,6547,26343
712734133009539074,2016-03-23 20:13:53,@SrBachchan thank you sir,2846,12607
712721914062458880,2016-03-23 19:25:20,Nothing to add https://t.co/8rBel3vw4o,6486,16267
711918629818793985,2016-03-21 14:13:22,"RT @adgpi: For his indomitable Courage, Sacrifice &amp; Bravery he was awarded the #AshokChakra posthumously. https://t.co/CfdIY3Rgf0",1712,0
709371008507994113,2016-03-14 13:30:02,Super happy to say Gulf unites me with my first love.Happy 2 welcome my fav club @ManUtd to the @cruisestation family! #UnitedForGulf,2247,8482
709363156074672128,2016-03-14 12:58:50,"Teaser:

Gulf's @CruiseStation always been abt things I luv.Bikes,crkt &amp; now..soccer.Happy2share super news soon! Stay tuned. #UnitedForGulf",1188,5434
708735523880239104,2016-03-12 19:24:51,RT @adgpi: We train to Win  #IndianArmy https://t.co/BQvdTHtOVf,1195,0
706074986675449856,2016-03-05 11:12:49,RT @TheSevenLife_: Good Shoes take you to good places. Introducing all new Seven's Women's Collection. Get it: https://t.co/KAB4APklod http…,428,0
703451600946200577,2016-02-27 05:28:25,"Followed by 20 secs of peace,feeling of being a bird and then the chaos of how the landing wd be. https://t.co/hU8RnZSeQQ",1617,7177
703450585958232065,2016-02-27 05:24:23,Parachute opens up.this is the perfect position I was talking about but then u know it's not his first jump https://t.co/ppUtUTLSoY,1379,6034
703450071417823232,2016-02-27 05:22:21,Parachute coming out of the bag https://t.co/zVCoLsIkrK,1149,5056
703449818820009985,2016-02-27 05:21:20,Static line starts to work https://t.co/zng9znfcMk,1071,4678
703449444390301696,2016-02-27 05:19:51,Good position but not perfect https://t.co/ZW5xxR95hp,1083,4777
703449120971698176,2016-02-27 05:18:34,First leap off a perfectly working aircraft https://t.co/SSeiEc4nA1,1107,4637
703448724920348672,2016-02-27 05:17:00,"A few pics of my 1st para jump.2nd in line,a bit nervous yeah ofcourse https://t.co/SpanYdebTt",1592,6071
701287947044200448,2016-02-21 06:10:50,Spl forces and commando unit's r normal ppl like u and me who r highly motivated and trained to put the interest of the nation before self,8108,12977
701286766678904832,2016-02-21 06:06:09,As v have this debate on freedom of speech our forces r making sure v stay in position to keep debating.,11290,14296
700641404922400768,2016-02-19 11:21:42,My shirt number is now my footwear brand. Launching SEVEN. #changemaker https://t.co/tPrjACKp8Y @TheSevenLife_ RT https://t.co/sik9sFPBqs,2496,8569
699123403102375936,2016-02-15 06:49:43,"Off from Vizag,one of the city that I would love to live in,nice and beautiful landscape with beach and home to my first big inning",2455,8199
698499381461278720,2016-02-13 13:30:04,The world changes one day at a time.What can happen in seven? #Changemaker RT https://t.co/tPrjACKp8Y @TheSevenLife_ https://t.co/IFzVshxqiQ,1263,4480
684402345912872960,2016-01-05 15:53:29,"RT @StarSportsIndia: It is the fans' turn to do their #Taiyaari to help @msdhoni &amp; the Indian team win the #WT20. What's your #Taiyaari?
ht…",1844,0
678598657038417921,2015-12-20 15:31:42,Congrats @VitameswaniDani @juniorbachchan @iomatrix23 and all the support staff.dedication and hard work paid off,2110,6031
678597598458998784,2015-12-20 15:27:29,"A well deserved final game in ISL.fantastic skill by both the teams.congrats to Chennaiyin fans and team,well done boys",3493,7895
669549755077255169,2015-11-25 16:14:35,Was wearing Baljit's t shirt.at breakfast he said paaji u will score 2day bcs of the tshirt.i must say he was right https://t.co/4pSTMKM8C5,1383,5523
669548081633882112,2015-11-25 16:07:56,Had to give it back and being at least 25kg heavier than him helped https://t.co/1gpeZvtX8n,1029,4137
669547370313441280,2015-11-25 16:05:07,"The man who had the task of marking me,started well and then kept pushing me for the whole practice session https://t.co/BxIwp3A7Tw",1050,4051
669546496556077058,2015-11-25 16:01:39,"Pic from today's practice,it was so much fun.Fikru was my partner.thanks to the team for letting me play https://t.co/ynM4ubM2kK",1180,4253
668808846790361088,2015-11-23 15:10:29,#TheLucknowWedding @goransaxena @ankitbaldi @impoornapatel @ArunPandey99 https://t.co/QbBUWhqpqv,1025,4214
662545681010159616,2015-11-06 08:22:54,BOOST winners in an event in CHENNAI https://t.co/ByTryKAy2V,1171,4566
656415129962082304,2015-10-20 10:22:17,Batting and be themselves.congrats on a fantastic career,2516,5625
656414945685336064,2015-10-20 10:21:33,Look for a single but he was one person who was always looking for a boundary.many will try to play like u but my advice wd b to enjoy ur,2906,5849
656414516842921984,2015-10-20 10:19:51,Talent in batting is one thing but to have the mindset of Virupa in batting is as close to impossible as it can get.v keep saying b positive,3331,6046
656413941204041728,2015-10-20 10:17:33,Didn't see Viv Richards bat in person but I can proudly say I have witnessed Virender Sehwag tearing apart the best bowling attacks,6264,9107
654568471661928448,2015-10-15 08:04:19,"Life has just started now,U still can and definitely will contribute a lot to Indian Cricket.wish U all the success",2934,6370
654567897516236800,2015-10-15 08:02:02,Well done ZAK on a fantastic career.without U it wd hve been very difficult to achieve what the ICT did.most clever fast bowler I know,4972,8915
648075136722059264,2015-09-27 10:02:07,@DGoughie ur right this one is better mate http://t.co/gVAYNTXMHz,1290,3928
648071498826039297,2015-09-27 09:47:40,"@kirti_7 it's a big problem so if u have any spare parts do let me know,need to restore two of mine",386,1526
648069981100347392,2015-09-27 09:41:38,"How many of u agree this was 1of the most exciting 2stroke single cylinder bikes to ride,need to restore mine quickly http://t.co/pdRytfwnzx",1379,4427
648063973007355905,2015-09-27 09:17:46,"Decade long ride with no speed bumps,just full of thrill &amp; energy.4m Star City 2 New Gold Edition.journey continues.. http://t.co/jUsJeymsS1",1082,3330
646160466041933824,2015-09-22 03:13:54,RT @sheruclassic: @SportsFitByMSD now opens in Meerut our good wishes to Dewesh &amp; Saneha @SaakshiSRawat @msdhoni @sushilkBharat http://t.co…,311,0
645807011674755072,2015-09-21 03:49:24,Respect to Mr Dalmiya for his contribution in Cricket.May his soul Rest in Peace.Strength and warmth to his loved ones !,1778,4341
642266498820517889,2015-09-11 09:20:40,SPORTSFIT now open at ILD Sohna road http://t.co/M1bISYXKVr,941,3063
631977791387512833,2015-08-13 23:57:01,#saluteselfie http://t.co/14iqFoECNL,3320,7411
590963889484861440,2015-04-22 19:42:25,"Stadium debut for ZIVA, her first time into the dressing room http://t.co/J3Aj9shKKx",6241,15064
585702097351487488,2015-04-08 07:13:56,Finally the wait is over but another couple of months before I can take her on her first ride.guess… https://t.co/bpHpRQwshr,1997,6135
535296817676578816,2014-11-20 05:01:21,RT @BojanDjordjic7: ALO TAMIL NADU! Top of the league after a great team-performance. THANK YOU as always on your incredible support... htt…,795,0
532858026697318400,2014-11-13 11:30:28,If Rohit doesn't get out he will certainly get 250 today,6001,12169
532856271330742272,2014-11-13 11:23:29,"Very well batted Rohit.thats Rohit for everyone,sheer talent.Enjoy and Witness the class in action.",5003,9142
527144577853956099,2014-10-28 17:07:15,"Abhishek is just outstanding,so much energy and knowledge he has.was really nice to c the game with him.i have to say he is our no1 fan",1044,3969
527138495152660480,2014-10-28 16:43:05,"A very well played game.team came back strong after the defeat and chennai fans didn't disappoint us,full house as expected.Thanks",1013,3347
526585433581297665,2014-10-27 04:05:25,Will be there to watch second home game of chennaiyin FC.Finally will be in front of Chennai fans.Vanga vandhu parunga.,1994,4649
526432583085617152,2014-10-26 17:58:03,"Saw ManUtd play after long,fantastic game last min equaliser.saw three football matches in one day,time to hit the bed.early start 2morrow",899,2536
525313314629615616,2014-10-23 15:50:28,"Had no clue I make crackers also,hope it's good.happy Diwali http://t.co/peB5Jf74Dn",662,2433
525282982110564353,2014-10-23 13:49:56,Wish you all a very happy Diwali.feels good to be home.my dog is running all over the house atleast she is not shivering like other dogs,1120,3430
524554310227488768,2014-10-21 13:34:27,Balwant will consider that as a missed chance but good start to the game,448,1813
522414178095468545,2014-10-15 15:50:20,Thks to Vita Dani and Abhishek for being there with the team and Abhishek has to report for 2morrow's practice to pick up his penalty skills,664,2034
522413238550425601,2014-10-15 15:46:36,Congrats to Balwant singh for becoming the 1st Indian to score in ISL.,840,2244
522410931129561088,2014-10-15 15:37:26,"So basically Elano can keep the no 7 for himself and that means I will have to get my football jersey no 22 for myself,my 1st ever jersey no",778,2055
522409737283846145,2014-10-15 15:32:41,"Robert Pires may have certainly lost some pace but he will gift a few yellow cards to quite a few opponents,fantastic play by him",537,1597
522408578687066112,2014-10-15 15:28:05,A game well played @chennaiyinfc.best game of ISL so far.No 7 players from both side played well,931,1916
522257048692461569,2014-10-15 05:25:58,“@murugesanls: @ChennaiyinFC don't want to risk of missing the match so I have put leave on this big day #chennaiyinfc#podumachigoalu”THANKS,415,1434
522247005024686081,2014-10-15 04:46:03,"RT @ChennaiyinFC: Just a few hours before the 1st game, send in your warm wishes #LetsFootball #ChennaiyinFC. 
 #PoduMachiGoalu http://t.co…",378,0
519412470541484032,2014-10-07 09:02:37,"This norton is almost ready for me,thanks to my friend http://t.co/3wAvCn07YZ",357,1485
519411955384455169,2014-10-07 09:00:35,Another pic from BFI http://t.co/8F07lLEcMW,316,1259
519187131705856001,2014-10-06 18:07:12,"Had a good evening at CHENNAI after long.excited to be part of CHENNAIYIN FOOTBALL CLUB, follow us @ChennaiyinFC",1032,2333
518781698625249281,2014-10-05 15:16:10,"One more classic,an old Indian chief http://t.co/DXzS9gSJNh",367,1336
518780467316002816,2014-10-05 15:11:16,"Classic bike at BFI,just fantastic http://t.co/fIdLQk9d4V",363,1255
518478453876604928,2014-10-04 19:11:10,"Busy day 2morrow,off to Delhi for BFI.eagerly waiting to c the old classic motorcycles along with other superbikes and custom bikes",713,1881
518477245665390592,2014-10-04 19:06:22,RT @nishSanzAshuMsd: @imjadeja @ashwinravi99 @msdhoni @ImRaina Meanwhile stop celebrating &amp; control sir JADEJAA ;-)LOL! Stadium udd jayega …,518,0
517755046004416512,2014-10-02 19:16:37,"Outstanding day today not because CSK got into the finals but because INDIAN HOCKEY TEAM won the gold medal,thanks for making us proud",2340,4036
515066908333187072,2014-09-25 09:14:55,"Superb hockey by INDIA in the 4th qtr,keep it up",586,1830
514685316783804416,2014-09-24 07:58:36,@sushmita_7 that's a minimum of 2300000 words u have tweeted,193,809
514683219912818688,2014-09-24 07:50:16,@Vicky_VjMsd wish u a very happy birthday,518,969
514680487873245184,2014-09-24 07:39:25,"Congrats to scientists and every1 involved in mission mars,really proud moment for the whole of INDIA.tosucceed in 1st attempt is just great",1533,2861
511099936939589633,2014-09-14 10:31:35,But the list is very long and still have to get used to riding 1 as most of them had breaks on the other side which I find diff to manage,387,1347
511099429370081280,2014-09-14 10:29:34,Wish INDIA had more bikes from the 40s and the 50s.the ones tht r here had tough time with spares and maintenance.have managed to get a few,425,1311
511098704720175104,2014-09-14 10:26:41,"day off after few days of shoot,watching Jay leno's garage on you tube mostly on motorcycles.most of these old beauties r just fantastic",405,1266
506186186621456384,2014-08-31 21:06:06,Just posted a photo http://t.co/wGzAbelsp8,323,1129
506031552661561345,2014-08-31 10:51:38,http://t.co/XJMYCmFcSa,1199,3644
486132591951900672,2014-07-07 13:00:16,Just in case u guys thought the cake was for eating.thanks to everyone love it http://t.co/zjWUl6Fv4H,832,2293
486132263315574784,2014-07-07 12:58:58,Birthday cake from the teams side http://t.co/oY7Ms7SVgb,609,1962
486038990869782528,2014-07-07 06:48:20,Thanks a lot everyone for all ur good wishes.,1781,3688
474902253233799168,2014-06-06 13:14:55,"That's where a bat is hidden, trying to find out http://t.co/DD5TNHXE3c",361,1335
474901827029192706,2014-06-06 13:13:13,At the SPARTAN store opening event http://t.co/Uqrl68hwXa,274,1126
474832284223148032,2014-06-06 08:36:53,"RT @MahiSensation: @msdhoni 'Candy' with her crush 'Bruno' :D
#CandyCrush 
And seems I m kabaab me haddi :p http://t.co/LFTe35FQpo",138,0
474830422673596416,2014-06-06 08:29:29,RT @JerseyNo_7: @msdhoni See This Pic!! U know his name is SAM ♥♥♥♥ !! Cute nahh ? just 1 month old http://t.co/jpHsyMN6jg,175,0
474830145866330112,2014-06-06 08:28:23,Will get a similar looking dog but in a year's time http://t.co/cpv6dsY98C,224,867
474825190262579200,2014-06-06 08:08:41,One more pic from a shoot http://t.co/7MyL98RUQ7,222,983
474561107534020609,2014-06-05 14:39:19,Just posted a photo http://t.co/Nhysb09w8n,237,931
474560887462715392,2014-06-05 14:38:27,Pic from the last reebok shoot http://t.co/dF6HzQpW3T,215,899
474494744987697152,2014-06-05 10:15:37,Just posted a photo http://t.co/1Ojn9av4oa,268,894
474191817844355072,2014-06-04 14:11:54,From my border visit long time back http://t.co/9XCXcWn7sk,318,1144
474188253856149504,2014-06-04 13:57:44,View from the hotel room http://t.co/8c7mTHytmL,277,1039
474186662629867520,2014-06-04 13:51:24,Just posted a photo http://t.co/B6r6FmGV07,287,906
474183848243126273,2014-06-04 13:40:13,"Finally on Instagram, mahi7781",770,1785
470310705577459712,2014-05-24 21:09:44,Bale scores but credit goes to de maria,793,1580
470304366948147201,2014-05-24 20:44:33,"Let's c who can keep up with bale's pace,isco will be good",402,1122
470303677576515584,2014-05-24 20:41:49,"Extra time will b interesting,no more subs available and many yellow cards shown,test of fitness and how well they control their mind",722,1362
470302528458870785,2014-05-24 20:37:15,Fantastic football going on,731,1365
458322941810180096,2014-04-21 19:14:39,RT @durravasan: @Aircel  New species of bird is discored #faf @faf1307 ...  @ChennaiIPL  back to form with a storm ... #Cheer4CSK  #PepsiIP…,194,0
455612151932018688,2014-04-14 07:42:56,"1st event over,time to eat something and report back for UB shoot in 20 mins,tht came as a surprise the event lasted more than10 mins",540,1462
455597778425487360,2014-04-14 06:45:49,"Our match jersey is the same with a few diff sponsors,practice 1 has more blue in it compared to yellow which is looking good",717,1680
455596981197361152,2014-04-14 06:42:39,But a fact about jersey unveiling event is tht u take more time to get ready and spend less time on stage.,537,1239
455595342155632640,2014-04-14 06:36:08,"IPL briefings,team meetings,meet and greet and also shoots for new sponsors,practice,travel and in between try to understand the new players",577,1234
455594701089812480,2014-04-14 06:33:35,1st day of CSK it's about to start with jersey unveiling .till the 1st week of IPL gets over it will b very busy for the players,706,1392
447853832580513794,2014-03-23 21:54:09,"Fantastic game,with 10men it was always difficult for RM.anyways time to sleep now",690,1605
447839313082871808,2014-03-23 20:56:27,"RT @syhussainraza: @msdhoni The biggest, the most expensive and the most attractive players on the planet, all at one place. tickets woth 9…",168,0
447837565266059264,2014-03-23 20:49:30,"2nd half is where the big players show their skill and fitness,even more interesting half awaits us",406,1015
447836415737331712,2014-03-23 20:44:56,Bale and Ronaldo's pace will be a big threat for barca,347,882
447835999544946688,2014-03-23 20:43:17,"I just love Messi,let's c who gets a card now",490,1054
447831472926240768,2014-03-23 20:25:18,Top stuff Real Madrid,325,823
447830546186371073,2014-03-23 20:21:37,"One each, that's wat I was talking about",360,795
447827173450084352,2014-03-23 20:08:13,Barcelona draws first blood that makes it even more interesting RM also playing well,289,797
447825958012473344,2014-03-23 20:03:23,"Doesn't matter which team wins,I am here for entertainment",4475,3781
447825049584537600,2014-03-23 19:59:46,"Barcelona all the way for Messi, May the best team win",486,983
447824625708191744,2014-03-23 19:58:05,"Real Madrid vs Barcelona, entertaining 105 mins ahead",395,906
427604110032908288,2014-01-27 00:48:58,http://t.co/jbgTqejrPi it will luk good on me kunal so plz send it ASAP,597,1930
427603751617064961,2014-01-27 00:47:33,"RT @spartancricket: New Ms Dhoni Spartan backpack which can hold 2 bats pair of pads, helmet, gloves drink bottle @msdhoni http://t.co/9X5U…",231,0
427177593805086720,2014-01-25 20:34:09,Sorry have to b partial at the end of the day Regimental Ethos r very strong in our Army.Salute to all the men and their families,477,1119
427176592175943680,2014-01-25 20:30:10,"Happy Republic day to all.will miss watching the parade sp my Para regiment, always leading from the front,jogging wen all others r marching",667,1231
403941515837177856,2013-11-22 17:42:16,"""@samhilfenhaus: it's my 100th tweet to you but haven't got not even one reply can u say hi for a fan from #dubai"" congrats on ur 100",324,980
403940310033522688,2013-11-22 17:37:29,"""@AbhishekVidhate: @msdhoni there's a game called doom. We frnds enjoy it. Action packed.""tht was the 1st game i ever played",164,695
403939817659977729,2013-11-22 17:35:32,"""@iyashchandurkar: @msdhoni http://t.co/6Fugzqst88"" tomorrow i will showoff my games collection just like u did",319,1189
403938187258519552,2013-11-22 17:29:03,"""@Aamir1Cool: कभी crossword भी खेल लिया करो अख़बार पर RT @msdhoni: (cont) http://t.co/wukvRUyqfU"" am not tht intelligent he he he",153,596
403937842151174144,2013-11-22 17:27:41,"""@ImBebo_727: Haha its quite wondering that @msdhoni tweeted the address :P"" so tht i can find it easily wen i need it 2morrow",143,559
403937421428944896,2013-11-22 17:26:00,"""@bhatianote625: @msdhoni battlefield 4
Gta 5
Max payne 3
Splinter blackcell"" thanks.not a big fan of gta but other 2 r gud",149,576
403937081912610816,2013-11-22 17:24:39,"Address:9-2-52, Singh Hotel Junction, CMR Shopping Mall Road, District Court, Daba Gardens Vizag"" thanks",177,606
403935166634029056,2013-11-22 17:17:03,"""@mayareddykp: @DsouzaJennifer @msdhoni Yep. Am addicted to #candycrush. Am in 215 th level now."" Am on 102",199,608
403934960496566272,2013-11-22 17:16:13,"@Hardu_Habs yup call of duty ghost is the 1st target.where can i get tht in vizag,need some local guidance",82,323
403933681242218497,2013-11-22 17:11:08,Will google wat all shooting games hve been released recently.have been off the games for quite some time.last i played was SNIPER 2,240,635
403932716992700416,2013-11-22 17:07:19,Still raining here.seems there wont be any practice tomorrow.looking at the positives more time to play playstation,405,817
403889772608749568,2013-11-22 14:16:40,At the vizag airport.i must say a very very warm welcome.a few more and i wd hve struggled to stand http://t.co/5Lg8h99a4t,963,2378
400638867847385088,2013-11-13 14:58:44,"I got mine now u be one in a billion.
@BCCI #thankyousachin",710,1199
400637660491825152,2013-11-13 14:53:56,"http://t.co/mdhDRtYqy2 
Look wat i got.
Thanks sachin for being the legend in my life, will always luk up to u and learn",1514,1967
400632548662841345,2013-11-13 14:33:37,@BCCI #ThankYouSachin,406,604
397001474779017216,2013-11-03 14:05:02,Wish u all a very happy diwali,938,1790
388965706726772736,2013-10-12 09:53:45,"Thts German shepherd, strong and obedient http://t.co/Q5y7KtGpo9",497,1663
388965266597507072,2013-10-12 09:52:00,"Thts Belgium shepherd, was quite aggressive but good looking http://t.co/xprukWdMDf",354,1254
388964790518833152,2013-10-12 09:50:07,Thts prince for all who don't know. He was also born on the 7 the but not July http://t.co/hZ5BDelrjq,736,2121
388565656360075264,2013-10-11 07:24:06,@iamrk07 it may be noise for u but for me it's music.once I was standing 40 mtrs left to a mirage 2000 which was getting ready for take off,103,373
388564583092207617,2013-10-11 07:19:50,@m85karthikeyan ur right it's the cute golden retriever and also there r fantastic Belgium shepherd at the stadium,78,324
388563769409806336,2013-10-11 07:16:36,"Off to Pune,if lucky enough will get a chance to c a few su30 mki's taking off,odd timing though and also will get to meet prince after long",287,709
378518990890356736,2013-09-13 14:02:14,@aswan_king send me pics,91,409
378106304549486593,2013-09-12 10:42:22,"Finally it's clean,no more work for today http://t.co/E05XkvF1qA",323,1085
378074094916218880,2013-09-12 08:34:23,"Other side,it's a mess http://t.co/8iZdv8J8kF",252,849
378072514259210240,2013-09-12 08:28:06,"Ok back to work now,have to clean these two.this will be my 1st ever restoration work. http://t.co/w8nwlHp28N",242,835
378069420242788352,2013-09-12 08:15:48,"This is how it is as of now,I don't know who will assemble it but it was fun taking it apart. http://t.co/eU5gi7Uw1n",268,914
378068981950586880,2013-09-12 08:14:04,This is how it looked couple of hours back http://t.co/ae4DXotEkW,223,818
378067783960891392,2013-09-12 08:09:18,Some more pics http://t.co/3rCVW8AGsV,320,1142
378067423296884736,2013-09-12 08:07:52,My first bike http://t.co/Die1cZ22YW,1079,2382
375984049971421184,2013-09-06 14:09:17,"@Yotsna7 if ur nice to them then they will be nice to u and try not to chain them.I have hardly used chains on my pets,hate it",87,347
375983186250985472,2013-09-06 14:05:51,@ridsi07 she knows I luv my jeans so she goes after other things.,75,316
