id,created_at,text,no_of_retweets,no_of_favorite
142530834589687808,2011-12-02 09:09:33,rtsp://v2.cache6.c.youtube.com/CjgLENy73wIaLwk-eQUJOJZ_OxMYJCAkFEIJbXYtZ29vZ2xlSARSB3Jlc3VsdHNguM-I5-brweZODA==/0/0/0/video.3gp,87,286
142530793670062080,2011-12-02 09:09:23,Listen to this song,90,306
138249783235182592,2011-11-20 13:38:11,"Finally loading CALL of DUTY MW3 on my laptop,hope its better than BLACK OPS",193,379
137097834834034688,2011-11-17 09:20:45,"End of wat seems like a very long test match,after 1st day I hve been on the field throughout for 175 overs.",231,392
135571919826206721,2011-11-13 04:17:19,"Need a favour from the computer game lovers.which is the latest and best first person shooting game,need to get a few",168,356
135570652534022144,2011-11-13 04:12:17,"Thanks for reminding me about kolkata fuchkas but I prefer the ranchi ones,if anyone goes to ranchi then he/she shd try",154,362
135315827317669888,2011-11-12 11:19:41,"U can feel the start of winter season, not because of the dropping temperature but because its getting dark by 4.45",170,357
135315164756066304,2011-11-12 11:17:03,"End of practice sesn,kolkata among the best place for food,for me its biryani and chicken chaap or the rolls u get out here on the streets",162,357
134284642168750080,2011-11-09 15:02:08,http://t.co/EA1Kr7Xe,129,453
134205304891125760,2011-11-09 09:46:52,"Guys did you connect with me on my Google Plus yet?  http://t.co/CLwjxYHW""",117,346
134200347563528192,2011-11-09 09:27:10,"Nice end to the test match, one extra day of rest before kolkata test",152,351
133364440501460992,2011-11-07 02:05:35,A very gud morning and Eid mubarak to everyone,255,534
133222332977262592,2011-11-06 16:40:53,"Done with dinner, waiting for the room keys as the old ones r not working, won't keep them nxt to the mobile again",118,314
132987519150211072,2011-11-06 01:07:50,Good morning everyone.test cricket in india also teaches us how to get up early in the morning,199,400
132825624027996160,2011-11-05 14:24:31,Me and my wife in the same room but communicating via twitter,614,958
132824706561753090,2011-11-05 14:20:52,@Bhuvana77 ok then let me bring ur countdown to 0,42,159
132823592646885376,2011-11-05 14:16:26,"Finally everything over for today,press conference,team meeting,match referee meeting so my wife thinks its time for her to eat my head",706,1053
132425768742551552,2011-11-04 11:55:38,"1st practice session over,time spent on batting and keeping drills",95,260
132082959003037697,2011-11-03 13:13:26,"A very good morning, I know its evening but wat to do slept at 3.10am and got up just now,caught up with all the sleep",137,302
130329384853843968,2011-10-29 17:05:21,@aditya0912 I will try sir,105,159
130323268023500802,2011-10-29 16:41:03,@yuvsingh09 my bike is better than ur baby ha ha ha 0-100 in 2.5secs,196,245
129838534143131649,2011-10-28 08:34:53,"Which movie to watch,any suggestion",302,333
129578470266245121,2011-10-27 15:21:29,"Kolkata,back on national duty",166,281
129492132288401408,2011-10-27 09:38:24,Had a fantastic diwali with friends and family.came home after 4 months,149,297
128875579704479744,2011-10-25 16:48:27,Well done to all the team members and the support staff for the series win and ofcourse to all the indians wish u all a very happy dipawali,409,351
128171646619103232,2011-10-23 18:11:16,@0007rishabh ssssssssshhhhhhhh nazar na lagaiye aap,88,158
128170947122442240,2011-10-23 18:08:29,"Packing all our bags after the game, feels vr spending more energy here than on the field",214,297
128155967241191424,2011-10-23 17:08:58,"Gud win,raina and virat batted really well.well done to all the bowlers",311,390
127644619998642177,2011-10-22 07:17:03,@ShubhamDeshmuk gud morning,23,84
127643729682108416,2011-10-22 07:13:31,"Mumbai is a bit hot and humid, rehydration will be the key,batsman or bowler everyone will be tested,no more runners in cricket",127,237
127640815160918017,2011-10-22 07:01:56,I luv centre wkt practice.In our sport v can't warm up where v actually play so the closest v can get is the wkt next to the match wkt,89,227
127596388468011008,2011-10-22 04:05:24,ZOYA http://t.co/Ogv59K3e,86,281
127595176834240514,2011-10-22 04:00:35,"Best part of morning net practice,u can have a nice breakfast",106,230
113295175027134464,2011-09-12 16:57:29,I will b back on twitter very soon,444,518
25317124146,2010-09-23 15:29:51,Dear frens..due to unavoidable circumstances.. will be unable to make it to the chat this evening..my apologies..will try to come back asap,821,814
25297495087,2010-09-23 11:14:54,About 5 hrs to go .. this is how you can LIVE Chat with me tonight.. thanks for your questions http://twitpic.com/2r5bms,211,349
25287741515,2010-09-23 07:46:40,Hii .. leave your questions for me. Tonight i will try to answer as many as i can ..  http://twitpic.com/2r3v92,216,339
25249157640,2010-09-22 22:04:51,Hello everyone!! Here is my youtube channel.. www.youtube.com/msdhoni .. cheers,122,287
25190348165,2010-09-22 06:48:25,Hello everyone.. on 23rd Sep @ 10PM IST.. i will be online to have a chat with you LIVE.. tweet me ur questions..,122,226
25123374979,2010-09-21 14:29:35,Hey.. I will be LIVE on 23 Sep @ 10 pm IST .. Chat with me and ask me questions on www.facebook.com/msdofficial,97,240
25009275979,2010-09-20 08:45:28,"nice waves for surfing,wish i could swim.would have learnt how to surf then.happy watching the surfers",99,227
25009088144,2010-09-20 08:41:00,@Bhuvana77 rd's i have,34,82
25008972843,2010-09-20 08:38:16,@Bhuvana77 which 2 bikes,31,88
25008907054,2010-09-20 08:36:42,"@vishalvyas001 thts doing really well,dont get much time though to ride it",33,89
25008707511,2010-09-20 08:32:00,saw the lions but love the tigers of INDIA more,131,293
25008636395,2010-09-20 08:30:15,"went to shamwari wildlife reserve yesterday,got some really nice pics,will upload them later once i get better internet connection",64,218
24926388317,2010-09-19 11:02:57,I like the Hotel we r staying in.... http://twitpic.com/2pyj4a,72,271
24841190168,2010-09-18 11:30:05,"lovely afternoon here in P.E, nice and cold.seems match will be played under cold weather.",60,206
24790913785,2010-09-17 20:52:03,http://twitpic.com/2pddqv - Love music...,65,275
24788372130,2010-09-17 20:10:19,I love my hot chocolate  http://twitpic.com/2pd15m,77,316
24787317026,2010-09-17 19:53:22,http://twitpic.com/2pcwmq,84,343
24786739200,2010-09-17 19:44:00,Finally No more fever.....,97,274
24785878831,2010-09-17 19:30:19,feels good to be connected!!!!!!!!,378,594
